name,dateissue,Value
????,13991017,1310755.8
????,13991016,1350233.2
????,13991015,1374483.2
????,13991014,1355351.2
????,13991013,1354147.1
????,13991010,1397797.2
????,13991009,1411859
????,13991008,1437212.3
????,13991007,1419012.8
????,13991006,1423570.2
????,13991003,1447915.3
????,13991002,1444968.9
????,13991001,1436392.9
????,13990930,1439124
????,13990929,1444926
????,13990926,1413360.4
????,13990925,1428324.5
????,13990924,1484158.9
????,13990923,1515759.4
????,13990922,1527451.8
????,13990919,1506217.3
????,13990918,1507498.7
????,13990917,1512891.9
????,13990916,1523108.5
????,13990915,1490676.8
????,13990912,1470980.1
????,13990911,1473667.3
????,13990910,1465975.3
????,13990909,1427278.1
????,13990908,1390772.8
????,13990905,1367248.8
????,13990904,1357108.6
????,13990903,1375541.3
????,13990902,1358847.5
????,13990901,1366535.2
????,13990828,1345301.4
????,13990827,1296947.1
????,13990826,1273847
????,13990825,1257356.9
????,13990824,1247649.2
????,13990821,1221074.8
????,13990820,1211941.2
????,13990819,1215163.9
????,13990818,1240523.8
????,13990817,1262887.1
????,13990814,1290571.4
????,13990812,1264477.6
????,13990811,1279862.7
????,13990810,1305898.7
????,13990807,1288330.5
????,13990806,1302028.5
????,13990805,1336587
????,13990803,1374057.4
????,13990730,1412354.7
????,13990729,1419305.3
????,13990728,1462283.2
????,13990727,1514272.5
????,13990723,1561416.1
????,13990722,1579675.7
????,13990721,1579507.3
????,13990720,1597125.4
????,13990719,1541822.8
????,13990716,1540700
????,13990715,1514698.2
????,13990714,1490173.1
????,13990713,1522980.9
????,13990712,1546154.7
????,13990709,1503426.8
????,13990708,1492939.8
????,13990707,1515930
????,13990706,1570888.3
????,13990705,1615531.2
????,13990702,1611582.5
????,13990701,1581180.1
????,13990631,1595160.1
????,13990630,1652235.7
????,13990629,1699494
????,13990626,1704108.5
????,13990625,1664592.8
????,13990624,1607587.1
????,13990623,1578190.1
????,13990622,1583753.6
????,13990619,1556280.3
????,13990618,1570010
????,13990617,1607195.3
