name,dateissue,Value
????,13990623,277374
????,13990622,279598
????,13990619,279897
????,13990618,283390
????,13990617,286401
????,13990616,289646
????,13990615,291934
????,13990612,294649
????,13990611,298985
????,13990610,303370
????,13990605,306289
????,13990604,299051
????,13990603,299284
????,13990602,305135
????,13990601,311239
????,13990529,316106
????,13990528,322447
????,13990527,320016
????,13990526,321876
????,13990525,328847
????,13990522,335998
????,13990521,337579
????,13990520,344415
????,13990519,350069
????,13990515,349027
????,13990514,346325
????,13990513,345196
????,13990512,345867
????,13990511,340118
????,13990508,332996
????,13990507,332861
????,13990506,330358
????,13990505,332949
????,13990504,334726
????,13990501,330375
????,13990431,333400
????,13990430,336811
????,13990429,329519
????,13990428,320784
????,13990425,316539
????,13990424,316457
????,13990423,317445
????,13990422,319776
????,13990421,310176
????,13990418,315079
????,13990417,318005
????,13990416,318310
????,13990415,309522
????,13990414,306087
????,13990411,307328
????,13990410,298604
????,13990409,286628
????,13990408,290251
????,13990407,291344
????,13990404,285042
????,13990403,284012
????,13990402,276684
????,13990401,271456
????,13990331,270251
????,13990327,263357
????,13990326,257166
????,13990325,251417
????,13990324,249869
????,13990321,243286
????,13990320,237380
????,13990319,235788
????,13990318,234024
????,13990317,225417
????,13990313,218610
????,13990312,212681
????,13990311,210630
????,13990310,211054
????,13990307,206524
????,13990306,206801
????,13990303,210744
????,13990231,213223
????,13990230,212675
????,13990229,208344
????,13990228,203241
????,13990227,205589
????,13990224,209534
????,13990223,211033
????,13990222,215392
????,13990221,215539
????,13990220,211912
????,13990217,204450
????,13990216,205991
????,13990215,207118
????,13990214,205804
????,13990213,197799
????,13990210,189697
????,13990209,183737
????,13990208,180570
????,13990207,177708
????,13990206,173515
????,13990203,167526
????,13990202,163649
????,13990201,161066
????,13990131,158319
????,13990130,155273
????,13990127,150008
????,13990126,145749
????,13990125,146100
????,13990124,146161
????,13990123,143329
????,13990120,142232
????,13990119,139233
????,13990118,136401
????,13990117,135961
????,13990116,133654
????,13990111,129869
????,13990110,129052
????,13990109,125537
????,13990106,122069
????,13990105,118856
????,13981228,117812
????,13981227,115619
????,13981226,116207
????,13981225,114703
????,13981224,116914
????,13981221,119071
????,13981220,118413
????,13981219,120437
????,13981217,122800
????,13981214,123975
????,13981213,121799
????,13981212,119099
????,13981211,116124
????,13981210,112899
????,13981207,115370
????,13981206,113803
????,13981205,110667
????,13981204,108771
????,13981203,104728
????,13981130,103706
????,13981129,101427
????,13981128,101766
????,13981127,101626
????,13981126,100061
????,13981123,99326.7
????,13981121,96923
????,13981120,98353.8
????,13981119,98116.8
????,13981116,97765.6
????,13981115,96750.4
????,13981114,97079.4
????,13981113,94624.6
????,13981112,93529.8
????,13981108,93369.8
????,13981107,92217.9
????,13981106,91616.3
????,13981105,90421.2
????,13981102,87958.7
????,13981101,86337.7
????,13981030,85455.5
????,13981029,84601.9
????,13981028,84092.6
????,13981025,81430.7
????,13981024,80516.1
????,13981023,79404.8
????,13981022,76494.9
????,13981021,73436.2
????,13981018,72241.8
????,13981017,73195
????,13981015,75566.5
????,13981014,77929.9
????,13981011,81134
????,13981010,80121.6
????,13981009,80381.8
????,13981008,78919.7
????,13981007,78248.8
????,13981004,76333.6
????,13981003,75855.2
????,13981002,75203
????,13981001,75370.7
????,13980930,74726.5
????,13980927,74090
????,13980926,73646.7
????,13980925,72548
????,13980924,71968.5
????,13980923,71621.1
????,13980920,70296.4
????,13980919,70245.3
????,13980918,69615.1
????,13980917,68693.1
????,13980916,67532.4
????,13980913,66365.4
????,13980912,65138.6
????,13980911,64565.3
????,13980910,64523.1
????,13980909,63388.1
????,13980906,62092
????,13980905,61752.8
????,13980904,61148.4
????,13980903,59702.9
????,13980902,59240.5
????,13980829,58684.5
????,13980828,58031.3
????,13980827,56978.9
????,13980826,57127.7
????,13980825,58987.1
????,13980822,59143.8
????,13980821,58684.7
????,13980820,57580.3
????,13980819,57062.6
????,13980818,57672.7
????,13980814,57296.3
????,13980813,57047.1
????,13980812,57574.3
????,13980811,56899.9
????,13980808,56546.3
????,13980806,54816.3
????,13980804,53621.2
????,13980801,54064.1
????,13980730,54848.3
????,13980729,53805.7
????,13980728,54942.7
????,13980724,56652.1
????,13980723,58075.8
????,13980722,60064.8
????,13980721,61975.6
????,13980720,62295
????,13980717,61116.2
????,13980716,62291.1
????,13980715,63912.7
????,13980714,63876.8
